gameId,gameDateTimeEst,hometeamCity,hometeamName,hometeamId,awayteamCity,awayteamName,awayteamId,homeScore,awayScore,winner,gameType,gameSubtype,gameLabel,gameSubLabel,seriesGameNumber,attendance,arenaId,arenaName,arenaCity,arenaState,officials,gameDate
62500105,2027-12-27 19:00:00,,Team Austin,1610616865,Baltimore,Bullets,1610612764,103,102,1610616865,Regular Season,,Regular Season,,,19992,,nan Arena,,,"John Conley, J.T. Orr, Sha'Rae Mitchell, Sean Corbin",2027-12-27 19:00:00
62500106,2028-05-24 21:30:00,Orlando,Magic,1610612753,Portland,Trail Blazers,1610612757,107,111,1610612757,Regular Season,,Regular Season,,,18764,1000125,Kia Center,Orlando,FL,"Mousa Dagher, Eric Dalen, Courtney Kirkland",2028-05-24 21:30:00
62500107,2027-12-20 19:30:00,Baltimore,Bullets,1610612764,,Team Vince,1610616863,97,131,1610616863,Regular Season,,Regular Season,,,17830,74,,,,"Matt Myers, Zach Zarba, Danielle Scott",2027-12-20 19:30:00
62500108,2028-06-04 19:00:00,New York,Nets,1610612751,Miami,Heat,1610612748,103,110,1610612748,Playoffs,,West First Round,West First Round,Game 4,18124,461,Barclays Center,Brooklyn,NY,"Brett Nansel, Michael Smith, Angel Kent",2028-06-04 19:00:00
62500109,2028-02-18 19:00:00,Seattle,SuperSonics,1610612760,Kansas City-Omaha,Kings,1610612758,99,105,1610612758,Regular Season,,Regular Season,,,19967,72,,,,"Courtney Kirkland, Pat O'Connell, Tyler Ricks, Jonathan Sterling",2028-02-18 19:00:00
62500110,2028-01-06 20:30:00,Portland,Trail Blazers,1610612757,Melbourne,United,15016,97,114,15016,Regular Season,,Regular Season,,,16120,51,Moda Center,Portland,OR,"Curtis Blair, Scott Foster, Natalie Sago",2028-01-06 20:30:00
62500111,2028-04-04 21:00:00,Milwaukee,Bucks,1610612749,Cleveland,Cavaliers,1610612739,119,122,1610612739,Regular Season,,Regular Season,,,15738,642,Fiserv Forum,Milwaukee,WI,"John Butler, David Guthrie, Agon Abazi",2028-04-04 21:00:00
62500112,2028-04-05 20:30:00,Denver,Nuggets,1610612743,Toronto,Raptors,1610612761,117,111,1610612743,Regular Season,,Regular Season,,,16347,1000046,Ball Arena,Denver,CO,"Brian Forte, Michael Smith, Leon Wood",2028-04-05 20:30:00
62500113,2027-11-08 19:00:00,New York,Knicks,1610612752,New York,Nets,1610612751,113,92,1610612752,Regular Season,,Regular Season,,,18255,30,Madison Square Garden,New York,NY,"Jenna Schroeder, Brandon Adair, Mousa Dagher",2027-11-08 19:00:00
62500114,2027-12-03 20:30:00,Philadelphia,Warriors,1610612744,,Team Vince,1610616863,105,104,1610612744,Regular Season,,Regular Season,,,17147,1000011,Chase Center,San Francisco,CA,"Matt Myers, John Goble, Jenna Reneau, Pat O'Connell",2027-12-03 20:30:00
62500115,2028-03-16 20:00:00,,Stripes,1610616860,Oklahoma City,Thunder,1610612760,96,118,1610612760,Playoffs,,East Conf. Finals,East Conf. Finals,Game 5,15517,1000137,Intuit Dome,Inglewood,CA,"Chelisa Painter, JB DeRosa, Ed Malloy, Andy Nagy",2028-03-16 20:00:00
62500116,2028-06-09 19:00:00,Cleveland,Cavaliers,1610612739,Miami,Heat,1610612748,102,117,1610612748,Regular Season,,Regular Season,,,16923,1000144,Rocket Arena,Cleveland,OH,"James Williams, Sean Wright, John Goble",2028-06-09 19:00:00
62500117,2028-05-02 20:00:00,Seattle,SuperSonics,1610612760,Chicago,Zephyrs,1610612764,100,106,1610612764,Regular Season,,Regular Season,,,18398,72,,,,"Nick Buchert, Pat Fraher, JB DeRosa",2028-05-02 20:00:00
62500118,2028-04-07 19:30:00,Charlotte,Hornets,1610612766,Cleveland,Cavaliers,1610612739,124,102,1610612766,Regular Season,,Regular Season,,,18642,9,Spectrum Center,Charlotte,NC,"James Capers, Klajdi Mulla, John Goble",2028-04-07 19:30:00
62500119,2028-04-01 19:30:00,,Team Vince,1610616863,Charlotte,Bobcats,1610612766,102,114,1610612766,Regular Season,,Regular Season,,,17260,,nan Arena,,,"Tyler Ford, Sean Wright, Jenna Schroeder",2028-04-01 19:30:00
62500120,2027-10-11 19:30:00,Seattle,SuperSonics,1610612760,Milwaukee,Hawks,1610612737,110,100,1610612760,Playoffs,,West Conf. Finals,West Conf. Finals,Game 6,16995,72,,,,"Rodney Mott, Biniam Maru, Che Flores",2027-10-11 19:30:00
62500121,2028-01-15 20:00:00,Chicago,Packers,1610612764,,Team T-Mac,1610616864,133,117,1610612764,Regular Season,,Regular Season,,,16908,0,,,,"Bill Kennedy, Eric Lewis, Ben Taylor",2028-01-15 20:00:00
62500122,2027-12-06 20:30:00,Charlotte,Hornets,1610612766,Orlando,Magic,1610612753,91,85,1610612766,Regular Season,,Regular Season,,,16429,9,Spectrum Center,Charlotte,NC,"Justin Van Duyne, Dedric Taylor, Mousa Dagher",2027-12-06 20:30:00
62500123,2028-03-14 19:00:00,Vancouver,Grizzlies,1610612763,Phoenix,Suns,1610612756,117,111,1610612763,Regular Season,,Regular Season,,,17173,242,FedExForum,Memphis,TN,"Dedric Taylor, David Guthrie, Simone Jelks",2028-03-14 19:00:00
62500124,2027-11-02 20:30:00,New York,Knicks,1610612752,Chicago,Zephyrs,1610612764,105,89,1610612752,Regular Season,,Regular Season,,,17965,30,Madison Square Garden,New York,NY,"CJ Washington, Evan Scott, Brandon Schwab",2027-11-02 20:30:00
62500125,2028-03-03 20:00:00,Hapoel,Jerusalem B.C.,50014,Cleveland,Cavaliers,1610612739,80,127,1610612739,Regular Season,,Regular Season,,,15498,,Hapoel Arena,Hapoel,,"Marcy Williams, Zach Zarba, Jenna Reneau, Nick Buchert",2028-03-03 20:00:00
62500126,2027-11-07 19:30:00,Rochester,Royals,1610612758,Milwaukee,Bucks,1610612749,94,97,1610612749,Regular Season,,Regular Season,,,19983,0,,,,"Che Flores, Dedric Taylor, Mark Lindsay",2027-11-07 19:30:00
62500127,2028-03-15 20:30:00,Hapoel,Jerusalem B.C.,50014,Melbourne,United,15016,114,121,15016,Regular Season,,Regular Season,,,18716,,Hapoel Arena,Hapoel,,"Klajdi Mulla, Ed Malloy, Intae Hwang, Tre Maddox",2028-03-15 20:30:00
62500128,2028-01-25 20:30:00,Indiana,Pacers,1610612754,Milwaukee,Bucks,1610612749,109,95,1610612754,Regular Season,,Regular Season,,,18715,1000063,Gainbridge Fieldhouse,Indianapolis,IN,"David Guthrie, Klajdi Mulla, Aaron Smith, Zach Zarba",2028-01-25 20:30:00
62500129,2028-04-09 19:30:00,Dallas,Mavericks,1610612742,Seattle,SuperSonics,1610612760,114,115,1610612760,Regular Season,,Regular Season,,,15549,193,American Airlines Center,Dallas,TX,"Scott Twardoski, Jenna Schroeder, Gina Catanzariti",2028-04-09 19:30:00
62500130,2028-04-08 22:00:00,Philadelphia,76ers,1610612755,Chicago,Zephyrs,1610612764,85,82,1610612755,Regular Season,,Regular Season,,,19557,1000152,Xfinity Mobile Arena,Philadelphia,PA,"Ashley Moyer-Gleich, Robert Hussey, Nate Cearley",2028-04-08 22:00:00
62500131,2028-04-28 20:30:00,Seattle,SuperSonics,1610612760,New York,Knicks,1610612752,96,121,1610612752,Regular Season,,Regular Season,,,15421,72,,,,"Eric Lewis, Natalie Sago, Jonathan Sterling",2028-04-28 20:30:00
62500132,2028-01-17 19:30:00,Philadelphia,76ers,1610612755,,Team Austin,1610616865,110,123,1610616865,Regular Season,,Regular Season,,,16837,1000152,Xfinity Mobile Arena,Philadelphia,PA,"Suyash Mehta, Robert Hussey, John Goble",2028-01-17 19:30:00
62500133,2028-02-20 20:00:00,New York,Knicks,1610612752,Chicago,Packers,1610612764,101,102,1610612764,Regular Season,,Regular Season,,,18515,30,Madison Square Garden,New York,NY,"Tyler Ricks, Brent Haskill, Justin Van Duyne",2028-02-20 20:00:00
62500134,2028-03-07 20:30:00,San Diego,Rockets,1610612745,Charlotte,Hornets,1610612766,110,90,1610612745,Regular Season,,Regular Season,,,15050,215,Toyota Center,Houston,TX,"Bill Kennedy, Rodney Mott, Marcy Williams",2028-03-07 20:30:00
62500135,2027-10-16 19:00:00,Minnesota,Timberwolves,1610612750,Orlando,Magic,1610612753,113,103,1610612750,Regular Season,,Regular Season,,,18081,61,Target Center,Minneapolis,MN,"Sean Wright, Leon Wood, Dannica Baroody, John Goble",2027-10-16 19:00:00
62500136,2028-03-15 22:00:00,Miami,Heat,1610612748,Syracuse,Nationals,1610612755,115,96,1610612748,Regular Season,,Regular Season,,,15430,1000100,Kaseya Center,Miami,FL,"Dannica Baroody, John Conley, Jason Goldenberg",2028-03-15 22:00:00
62500137,2028-02-17 20:30:00,Baltimore,Bullets,1610612764,San Antonio,Spurs,1610612759,107,116,1610612759,Preseason,,Regular Season,,,18978,74,,,,"David Guthrie, Brent Haskill, Tre Maddox, Phenizee Ransom",2028-02-17 20:30:00
62500138,2028-02-23 21:30:00,New York,Knicks,1610612752,Vancouver,Grizzlies,1610612763,107,91,1610612752,Playoffs,,West Conf. Semifinals,West Conf. Semifinals,Game 1,19316,30,Madison Square Garden,New York,NY,"Scott Foster, Brandon Schwab, Brandon Adair",2028-02-23 21:30:00
62500139,2027-10-04 19:30:00,South East Melbourne,Phoenix,50013,Ft. Wayne Zollner,Pistons,1610612765,138,108,50013,Regular Season,,Regular Season,,,16730,,South East Melbourne Arena,South East Melbourne,,"Danielle Scott, Michael Smith, John Butler",2027-10-04 19:30:00
62500140,2028-06-11 21:30:00,New York,Knicks,1610612752,Minneapolis,Lakers,1610612747,136,91,1610612752,Regular Season,,Regular Season,,,16439,30,Madison Square Garden,New York,NY,"Brent Barnaky, Kevin Scott, Pat O'Connell",2028-06-11 21:30:00
62500141,2028-03-30 19:30:00,,World,1610616861,,Team T-Mac,1610616864,104,116,1610616864,Regular Season,,Regular Season,,,15346,,nan Arena,,,"Angel Kent, Sean Wright, Gediminas Petraitis, Aaron Smith",2028-03-30 19:30:00
62500142,2028-05-01 20:00:00,,Team Austin,1610616865,Indiana,Pacers,1610612754,94,95,1610612754,Regular Season,,Regular Season,,,18318,,nan Arena,,,"John Butler, Kevin Cutler, John Conley",2028-05-01 20:00:00
62500143,2028-04-03 19:30:00,New York,Nets,1610612751,Buffalo,Braves,1610612746,120,80,1610612751,Regular Season,,Regular Season,,,15867,461,Barclays Center,Brooklyn,NY,"Gina Catanzariti, Ashley Moyer-Gleich, Marcy Williams",2028-04-03 19:30:00
62500144,2028-04-20 22:30:00,,Team Melo,1610616862,San Antonio,Spurs,1610612759,110,128,1610612759,Regular Season,,Regular Season,,,17781,1000137,Intuit Dome,Inglewood,CA,"Nate Cearley, Kevin Cutler, Gediminas Petraitis",2028-04-20 22:30:00
62500145,2027-11-28 20:00:00,,World,1610616861,Melbourne,United,15016,114,116,15016,Regular Season,,Regular Season,,,17862,,nan Arena,,,"Bill Kennedy, J.T. Orr, Jenna Reneau",2027-11-28 20:00:00
62500146,2027-12-18 22:00:00,Orlando,Magic,1610612753,Philadelphia,Warriors,1610612744,87,128,1610612744,Playoffs,,West First Round,West First Round,Game 2,16451,1000125,Kia Center,Orlando,FL,"Eric Dalen, Rodney Mott, Sean Corbin, CJ Washington",2027-12-18 22:00:00
62500147,2028-03-14 22:30:00,Baltimore,Bullets,1610612764,,Team Austin,1610616865,104,98,1610612764,Regular Season,,Regular Season,,,16236,74,,,,"Che Flores, Marat Kogut, Tony Brothers, Curtis Blair",2028-03-14 22:30:00
62500148,2028-03-29 20:00:00,Miami,Heat,1610612748,Charlotte,Hornets,1610612766,81,121,1610612766,Playoffs,,East Conf. Finals,East Conf. Finals,Game 1,17542,1000100,Kaseya Center,Miami,FL,"CJ Washington, Mitchell Ervin, Ray Acosta, John Goble",2028-03-29 20:00:00
62500149,2027-11-16 20:30:00,San Diego,Clippers,1610612746,Minnesota,Timberwolves,1610612750,109,106,1610612746,Regular Season,,Regular Season,,,18790,1000137,Intuit Dome,Inglewood,CA,"CJ Washington, Brett Nansel, Josh Tiven",2027-11-16 20:30:00
62500150,2028-05-31 20:00:00,Dallas,Mavericks,1610612742,South East Melbourne,Phoenix,50013,83,94,50013,Regular Season,,Regular Season,,,15506,193,American Airlines Center,Dallas,TX,"Jenna Reneau, Leon Wood, Scott Twardoski, Evan Scott",2028-05-31 20:00:00
62500151,2027-10-21 19:30:00,Charlotte,Bobcats,1610612766,San Diego,Rockets,1610612745,109,106,1610612766,Play-in Tournament,,Regular Season,,,18599,9,,,,"James Capers, John Goble, Courtney Kirkland",2027-10-21 19:30:00
62500152,2028-03-22 21:00:00,New Orleans,Jazz,1610612762,Washington,Wizards,1610612764,106,103,1610612762,Regular Season,,Regular Season,,,17741,1000106,Delta Center,Salt Lake City,UT,"Nate Cearley, Klajdi Mulla, Robert Hussey",2028-03-22 21:00:00
62500153,2028-02-23 20:00:00,Baltimore,Bullets,1610612764,New Orleans,Jazz,1610612762,101,80,1610612764,Regular Season,,Regular Season,,,17730,74,,,,"Sean Corbin, Bill Kennedy, Suyash Mehta",2028-02-23 20:00:00
62500154,2028-04-18 19:00:00,Miami,Heat,1610612748,Charlotte,Bobcats,1610612766,107,109,1610612766,Regular Season,,Regular Season,,,17536,1000100,Kaseya Center,Miami,FL,"Nate Cearley, Dedric Taylor, Simone Jelks, Jenna Schroeder",2028-04-18 19:00:00
62500155,2028-05-04 20:30:00,Charlotte,Bobcats,1610612766,Seattle,SuperSonics,1610612760,121,124,1610612760,Regular Season,,Regular Season,,,15149,9,,,,"Natalie Sago, Derrick Collins, Tre Maddox",2028-05-04 20:30:00
62500156,2028-06-05 19:00:00,Chicago,Bulls,1610612741,Tri-Cities,Blackhawks,1610612737,110,92,1610612741,Regular Season,,Regular Season,,,16126,66,United Center,Chicago,IL,"Gediminas Petraitis, Michael Smith, Klajdi Mulla",2028-06-05 19:00:00
62500157,2027-10-20 21:30:00,,World,1610616861,Tri-Cities,Blackhawks,1610612737,107,124,1610612737,Regular Season,,Regular Season,,,16073,,nan Arena,,,"Marc Davis, Dannica Baroody, Derrick Collins, John Conley",2027-10-20 21:30:00
62500158,2028-05-12 19:30:00,Boston,Celtics,1610612738,Syracuse,Nationals,1610612755,135,127,1610612738,Regular Season,,Regular Season,,,17984,17,TD Garden,Boston,MA,"Tony Brothers, Pat Fraher, Courtney Kirkland",2028-05-12 19:30:00
62500159,2028-05-17 19:00:00,Chicago,Packers,1610612764,Chicago,Zephyrs,1610612764,91,98,1610612764,Regular Season,,Regular Season,,,17535,0,,,,"Josh Tiven, John Goble, Brett Nansel, Tony Brothers",2028-05-17 19:00:00
62500160,2028-02-22 22:30:00,New York,Nets,1610612751,Tri-Cities,Blackhawks,1610612737,115,121,1610612737,Regular Season,,Regular Season,,,19119,461,Barclays Center,Brooklyn,NY,"Dannica Baroody, Karl Lane, Tyler Ricks, Andy Nagy",2028-02-22 22:30:00
62500161,2028-06-03 22:30:00,Philadelphia,Warriors,1610612744,Ft. Wayne Zollner,Pistons,1610612765,99,97,1610612744,Regular Season,,Regular Season,,,19542,1000011,Chase Center,San Francisco,CA,"JD Ralls, Tyler Ford, Courtney Kirkland",2028-06-03 22:30:00
62500162,2027-12-22 20:30:00,San Antonio,Spurs,1610612759,Chicago,Packers,1610612764,121,80,1610612759,Regular Season,,Regular Season,,,19205,1000118,Frost Bank Center,San Antonio,TX,"Gina Catanzariti, Jenna Schroeder, Brandon Schwab",2027-12-22 20:30:00
62500163,2027-10-14 20:00:00,Milwaukee,Bucks,1610612749,Vancouver,Grizzlies,1610612763,118,100,1610612749,Regular Season,,Regular Season,,,18247,642,Fiserv Forum,Milwaukee,WI,"J.T. Orr, James Williams, Scott Twardoski",2027-10-14 20:00:00
62500164,2027-10-15 20:00:00,New Orleans,Pelicans,1610612740,Portland,Trail Blazers,1610612757,127,103,1610612740,Regular Season,,Regular Season,,,17746,160,Smoothie King Center,New Orleans,LA,"Andy Nagy, Mitchell Ervin, Courtney Kirkland",2027-10-15 20:00:00
62500165,2028-05-28 20:00:00,,Stripes,1610616860,Buffalo,Braves,1610612746,120,107,1610616860,Playoffs,,NBA Finals,NBA Finals,Game 2,15649,1000137,Intuit Dome,Inglewood,CA,"Danielle Scott, Tre Maddox, Marc Davis",2028-05-28 20:00:00
62500166,2028-05-04 19:30:00,,Team T-Mac,1610616864,Syracuse,Nationals,1610612755,81,101,1610612755,Regular Season,,Regular Season,,,16946,1000137,Intuit Dome,Inglewood,CA,"Tyler Ford, Jason Goldenberg, J.T. Orr",2028-05-04 19:30:00
62500167,2028-05-22 19:00:00,Washington,Wizards,1610612764,Melbourne,United,15016,105,108,15016,Regular Season,,Regular Season,,,19094,77,Capital One Arena,Washington,DC,"Curtis Blair, Phenizee Ransom, Brett Nansel",2028-05-22 19:00:00
62500168,2027-12-13 20:30:00,Phoenix,Suns,1610612756,Rochester,Royals,1610612758,87,111,1610612758,Regular Season,,Regular Season,,,15012,1000159,Mortgage Matchup Center,Phoenix,AZ,"J.T. Orr, Brett Nansel, David Guthrie",2027-12-13 20:30:00
62500169,2027-11-13 20:30:00,San Diego,Rockets,1610612745,Seattle,SuperSonics,1610612760,90,109,1610612760,Regular Season,,Regular Season,,,15554,215,Toyota Center,Houston,TX,"James Williams, Marat Kogut, Scott Foster",2027-11-13 20:30:00
62500170,2028-04-09 20:00:00,Melbourne,United,15016,New Orleans,Jazz,1610612762,105,115,1610612762,Regular Season,,Regular Season,,,17925,,Melbourne Arena,Melbourne,,"Suyash Mehta, J.T. Orr, Curtis Blair",2028-04-09 20:00:00
62500171,2028-03-19 19:00:00,Philadelphia,76ers,1610612755,Tri-Cities,Blackhawks,1610612737,99,95,1610612755,Regular Season,,Regular Season,,,17886,1000152,Xfinity Mobile Arena,Philadelphia,PA,"Agon Abazi, Eric Dalen, Brian Forte",2028-03-19 19:00:00
62500172,2027-12-09 19:30:00,Melbourne,United,15016,San Diego,Rockets,1610612745,98,91,15016,Regular Season,,Regular Season,,,15302,,Melbourne Arena,Melbourne,,"Karl Lane, Scott Foster, Aaron Smith",2027-12-09 19:30:00
62500173,2028-04-21 22:30:00,Miami,Heat,1610612748,,World,1610616861,85,99,1610616861,Regular Season,,Regular Season,,,17075,1000100,Kaseya Center,Miami,FL,"Josh Tiven, Courtney Kirkland, Jonathan Sterling",2028-04-21 22:30:00
62500174,2028-03-18 20:00:00,Tri-Cities,Blackhawks,1610612737,Ft. Wayne Zollner,Pistons,1610612765,134,102,1610612737,Regular Season,,Regular Season,,,18014,0,,,,"Marcy Williams, Tony Brothers, James Williams, Leon Wood",2028-03-18 20:00:00
62500175,2028-06-11 20:30:00,San Diego,Rockets,1610612745,,Stars,1610616859,113,119,1610616859,Regular Season,,Regular Season,,,15676,215,Toyota Center,Houston,TX,"Scott Twardoski, Gina Catanzariti, Tyler Ricks, Derrick Collins",2028-06-11 20:30:00
62500176,2028-03-13 19:00:00,,Team Vince,1610616863,San Diego,Clippers,1610612746,104,99,1610616863,Regular Season,,Regular Season,,,17686,,nan Arena,,,"Natalie Sago, CJ Washington, Tyler Ricks",2028-03-13 19:00:00
62500177,2027-12-25 21:30:00,Rochester,Royals,1610612758,Indiana,Pacers,1610612754,95,110,1610612754,Regular Season,,Regular Season,,,17879,0,,,,"Scott Foster, Jonathan Sterling, Pat Fraher, Gina Catanzariti",2027-12-25 21:30:00
62500178,2027-10-30 19:30:00,Charlotte,Hornets,1610612766,Melbourne,United,15016,102,80,1610612766,Regular Season,,Regular Season,,,17976,9,Spectrum Center,Charlotte,NC,"Justin Van Duyne, Bill Kennedy, Tyler Ricks",2027-10-30 19:30:00
62500179,2027-10-18 19:00:00,Baltimore,Bullets,1610612764,Milwaukee,Bucks,1610612749,97,80,1610612764,Regular Season,,Regular Season,,,16933,74,,,,"James Capers, James Williams, Rodney Mott",2027-10-18 19:00:00
62500180,2027-12-18 21:30:00,Cleveland,Cavaliers,1610612739,South East Melbourne,Phoenix,50013,114,106,1610612739,Regular Season,,Regular Season,,,18038,1000144,Rocket Arena,Cleveland,OH,"Tony Brothers, Gediminas Petraitis, Brett Nansel",2027-12-18 21:30:00
62500181,2028-04-05 20:30:00,Toronto,Raptors,1610612761,,Team Melo,1610616862,92,103,1610616862,Regular Season,,Regular Season,,,17283,643,Scotiabank Arena,Toronto,ON,"Ed Malloy, Justin Van Duyne, Derrick Collins",2028-04-05 20:30:00
62500182,2028-04-16 20:00:00,,Stars,1610616859,,Team Melo,1610616862,83,105,1610616862,Regular Season,,Regular Season,,,17144,1000137,Intuit Dome,Inglewood,CA,"CJ Washington, Tre Maddox, Pat Fraher",2028-04-16 20:00:00
62500183,2028-06-08 19:00:00,San Diego,Clippers,1610612746,Buffalo,Braves,1610612746,103,101,1610612746,Regular Season,,Regular Season,,,16111,1000137,Intuit Dome,Inglewood,CA,"CJ Washington, Agon Abazi, Tony Brothers",2028-06-08 19:00:00
62500184,2028-03-12 21:30:00,San Antonio,Spurs,1610612759,Baltimore,Bullets,1610612764,96,87,1610612759,Regular Season,,Regular Season,,,15531,1000118,Frost Bank Center,San Antonio,TX,"Chelisa Painter, Dannica Baroody, Matt Myers",2028-03-12 21:30:00
62500185,2028-01-23 19:00:00,San Diego,Rockets,1610612745,New Orleans,Pelicans,1610612740,109,115,1610612740,Regular Season,,Regular Season,,,16137,215,Toyota Center,Houston,TX,"Sha'Rae Mitchell, Justin Van Duyne, James Capers",2028-01-23 19:00:00
62500186,2028-04-06 20:00:00,,Team T-Mac,1610616864,,Team Austin,1610616865,105,123,1610616865,Regular Season,,Regular Season,,,15706,1000137,Intuit Dome,Inglewood,CA,"Natalie Sago, Brandon Adair, Brian Forte",2028-04-06 20:00:00
62500187,2028-04-27 22:00:00,,Team Melo,1610616862,Washington,Wizards,1610612764,140,116,1610616862,Regular Season,,Regular Season,,,16026,1000137,Intuit Dome,Inglewood,CA,"Gediminas Petraitis, CJ Washington, Eric Dalen",2028-04-27 22:00:00
62500188,2028-03-25 19:00:00,Baltimore,Bullets,1610612764,,Team Melo,1610616862,91,99,1610616862,Regular Season,,Regular Season,,,16057,74,,,,"Evan Scott, Ray Acosta, Tyler Ford, JD Ralls",2028-03-25 19:00:00
62500189,2027-12-24 19:30:00,Orlando,Magic,1610612753,Miami,Heat,1610612748,126,84,1610612753,Regular Season,,Regular Season,,,16847,1000125,Kia Center,Orlando,FL,"JD Ralls, Courtney Kirkland, Scott Twardoski",2027-12-24 19:30:00
62500190,2028-02-18 19:30:00,Philadelphia,Warriors,1610612744,Denver,Nuggets,1610612743,86,110,1610612743,Regular Season,,Regular Season,,,19370,1000011,Chase Center,San Francisco,CA,"Evan Scott, Kevin Cutler, Ashley Moyer-Gleich",2028-02-18 19:30:00
62500191,2027-12-27 21:30:00,Guangzhou,Loong-Lions,15018,Orlando,Magic,1610612753,99,93,15018,Regular Season,,Regular Season,,,19617,,Guangzhou Arena,Guangzhou,,"Justin Van Duyne, Scott Twardoski, Scott Foster",2027-12-27 21:30:00
62500192,2028-02-13 21:00:00,Charlotte,Bobcats,1610612766,Tri-Cities,Blackhawks,1610612737,97,90,1610612766,Regular Season,,Regular Season,,,19686,9,,,,"John Conley, Matt Myers, Justin Van Duyne, Sha'Rae Mitchell",2028-02-13 21:00:00
62500193,2028-02-26 21:30:00,Melbourne,United,15016,,Team Vince,1610616863,80,112,1610616863,Preseason,,Regular Season,,,18956,,Melbourne Arena,Melbourne,,"Marcy Williams, Chelisa Painter, Sean Wright",2028-02-26 21:30:00
62500194,2028-05-13 20:30:00,Minnesota,Timberwolves,1610612750,Buffalo,Braves,1610612746,102,89,1610612750,Playoffs,,East First Round,East First Round,Game 2,18804,61,Target Center,Minneapolis,MN,"Leon Wood, Tyler Ricks, Bill Kennedy",2028-05-13 20:30:00
62500195,2028-03-12 21:30:00,Dallas,Mavericks,1610612742,Rochester,Royals,1610612758,109,106,1610612742,Regular Season,,Regular Season,,,18266,193,American Airlines Center,Dallas,TX,"John Goble, Phenizee Ransom, Robert Hussey",2028-03-12 21:30:00
62500196,2027-12-02 20:30:00,Philadelphia,76ers,1610612755,Dallas,Mavericks,1610612742,113,88,1610612755,Playoffs,,West First Round,West First Round,Game 4,17030,1000152,Xfinity Mobile Arena,Philadelphia,PA,"Klajdi Mulla, Jason Goldenberg, Michael Smith",2027-12-02 20:30:00
62500197,2028-05-02 19:00:00,New Orleans,Jazz,1610612762,Hapoel,Jerusalem B.C.,50014,135,125,1610612762,Regular Season,,Regular Season,,,17682,1000106,Delta Center,Salt Lake City,UT,"Josh Tiven, Dannica Baroody, Sha'Rae Mitchell",2028-05-02 19:00:00
62500198,2028-06-12 20:30:00,,World,1610616861,New York,Nets,1610612751,96,110,1610612751,Regular Season,,Regular Season,,,15189,,nan Arena,,,"Brandon Adair, Evan Scott, Sean Wright",2028-06-12 20:30:00
62500199,2028-03-29 19:00:00,Phoenix,Suns,1610612756,Milwaukee,Hawks,1610612737,110,80,1610612756,Regular Season,,Regular Season,,,17304,1000159,Mortgage Matchup Center,Phoenix,AZ,"Eric Lewis, Marat Kogut, Courtney Kirkland, Kevin Scott",2028-03-29 19:00:00
62500200,2028-05-08 19:30:00,Minneapolis,Lakers,1610612747,Philadelphia,76ers,1610612755,109,89,1610612747,Regular Season,,Regular Season,,,17996,1000069,Crypto.com Arena,Los Angeles,CA,"James Capers, Scott Foster, Marcy Williams, Jason Goldenberg",2028-05-08 19:30:00
62500201,2028-01-08 20:30:00,,Team Austin,1610616865,,Team T-Mac,1610616864,89,106,1610616864,Regular Season,,Regular Season,,,15602,,nan Arena,,,"Evan Scott, CJ Washington, Intae Hwang, Mark Lindsay",2028-01-08 20:30:00
